HIP,RAJ2000,DEJ2000,Dist,Teff,mag,Lum,Mass,Rad,CHZ,OHZ,plx
733,00 09 02.7718,+09 50 59.8597,90.0,5421,8.722,2.8,0.913,1.9,1.3,1.8,11.09
734,00 09 02.8464,-24 20 06.1967,290.0,6495,10.4567,5.0,1.4,1.8,1.5,2.1,3.41
735,00 09 03.1746,+22 39 51.3615,200.0,6464,9.321,6.3,1.4,2.0,1.7,2.4,4.99
739,00 09 03.9163,-28 19 48.0297,280.0,6242,9.4502,12.1,1.3,3.0,2.4,3.0,3.57
740,00 09 04.3037,+19 55 28.6973,106.0,6293,7.2122,12.5,1.3,3.0,2.4,3.0,9.46
746,00 09 10.0897,+59 09 00.7850,17.0,6625,2.3579,28.0,1.4,4.0,4.0,5.0,59.58
747,00 09 10.1700,+44 43 18.6439,250.0,6408,8.8693,15.0,1.4,3.18,3.0,4.0,4.08
748,00 09 11.0561,+21 03 33.7235,170.0,6086,9.3653,4.7,1.21,2.0,1.5,2.1,5.8
750,00 09 11.5947,+44 43 21.9827,91.6,6060,10.7288,0.417,1.19,0.59,0.5,0.6,10.92
751,00 09 12.9004,+42 15 15.8141,180.0,6121,10.0182,2.9,1.23,1.5,1.2,1.7,5.64
752,00 09 12.9768,-00 45 07.9125,160.0,6113,10.0187,2.12,1.22,1.3,1.0,1.4,6.45
753,00 09 14.6838,+32 28 35.9983,58.0,5100,9.4822,0.623,0.818,1.0,0.6,0.9,17.34
755,00 09 16.5752,+65 04 14.8758,55.0,5028,7.1836,4.9,0.8,2.9,1.8,2.4,18.33
758,00 09 19.1206,-41 53 11.1307,140.0,6553,9.7051,2.4,1.4,1.21,1.0,1.5,7.02
761,00 09 21.0206,-27 59 16.4537,77.0,6764,5.51,31.3,1.5,4.07,4.0,5.0,12.91
764,00 09 23.8785,+14 25 03.5973,219.0,6501,9.0644,9.6,1.4,2.4,2.1,3.0,4.56
766,00 09 24.6004,+00 04 19.5348,140.0,6363,8.6986,6.0,1.4,2.0,1.7,2.3,7.11
770,00 09 28.2095,-12 02 06.6536,630.0,6356,9.6961,47.0,1.4,5.7,5.0,7.0,1.58
772,00 09 30.6991,-34 06 38.7795,59.0,5777,8.6555,1.22,1.0,1.11,0.8,1.1,16.92
776,00 09 34.9259,-46 22 30.2650,430.0,6438,9.916,17.0,1.4,3.4,3.0,4.0,2.35
777,00 09 35.2193,-21 22 54.7180,106.0,6202,9.0294,2.6,1.3,1.4,1.1,1.6,9.46
778,00 09 36.2895,-51 44 13.4123,240.0,7195,9.9924,4.9,1.6,1.4,1.4,2.0,4.11
786,00 09 41.6088,-37 18 53.3213,160.0,6545,8.4553,9.9,1.4,2.4,2.1,3.0,6.13
788,00 09 43.7107,-03 40 42.6690,140.0,6225,9.7018,2.18,1.3,1.3,1.0,1.4,7.27
789,00 09 46.3157,+36 28 25.6129,940.0,6228,10.155,69.0,1.3,7.12,6.0,8.0,1.06
790,00 09 48.4582,+19 22 52.6804,140.0,6073,8.6047,6.2,1.2,2.3,1.7,2.5,7.34
792,00 09 48.6590,-06 50 28.1784,88.0,4900,8.5879,3.1,0.77,2.4,1.4,2.0,11.37
795,00 09 51.6153,+08 27 11.5089,76.0,5763,8.7732,1.4,1.0,1.2,0.9,1.2,13.11
797,00 09 51.7696,+11 24 58.5761,160.0,6338,8.5101,8.5,1.4,2.4,2.0,3.0,6.3
801,00 09 52.9092,-50 16 04.0148,54.0,6079,8.4511,1.16,1.2,0.97,0.8,1.1,18.64
804,00 09 56.3771,-78 35 25.9473,116.0,4994,8.9458,4.4,0.79,2.8,1.7,2.3,8.62
807,00 09 57.4686,+08 34 37.3472,130.0,5921,8.9488,3.9,1.12,1.9,1.4,2.0,7.98
808,00 09 57.5912,+43 26 18.3093,130.0,6292,9.1566,3.6,1.3,1.6,1.3,1.8,7.46
815,00 10 02.6433,-63 17 48.0325,110.0,6600,8.2201,5.6,1.4,1.8,1.6,2.2,9.05
818,00 10 03.2810,-08 58 27.0549,83.0,7095,7.183,7.4,1.6,1.8,1.7,2.5,12.04
819,00 10 04.4151,-79 00 06.6211,91.3,6550,7.9853,4.8,1.4,1.7,1.5,2.1,10.95
820,00 10 04.5992,+86 01 22.9991,524.0,6317,9.5167,38.0,1.3,5.17,4.0,6.0,1.91
822,00 10 05.2360,+84 09 07.0998,140.0,6872,8.4634,6.8,1.5,1.8,1.7,2.4,7.24
823,00 10 05.2618,+38 24 53.6149,75.0,4900,10.81,0.35,0.77,0.818,0.5,0.7,13.39
827,00 10 06.7404,-28 20 16.0526,130.0,5689,10.1888,1.5,1.0,1.3,0.9,1.3,7.58
828,00 10 07.2714,+39 38 56.1873,313.0,6083,8.8509,27.0,1.2,4.7,4.0,5.0,3.19
830,00 10 07.8776,-15 10 37.3183,170.0,6733,9.4628,4.3,1.4,1.5,1.4,1.9,5.84
831,00 10 09.2841,-49 08 35.9228,160.0,6424,8.6781,7.4,1.4,2.19,1.8,3.0,6.43
833,00 10 10.3961,-19 59 00.7981,207.0,6155,9.5876,5.7,1.25,2.11,1.7,2.3,4.84
835,00 10 13.0273,+25 31 36.3114,412.0,6754,8.9972,35.0,1.5,4.3,4.0,5.0,2.43
839,00 10 17.8995,-70 50 12.7808,180.0,6750,9.4624,4.7,1.5,1.6,1.4,2.0,5.52
842,00 10 20.5733,-22 46 09.0638,230.0,6346,9.906,5.3,1.4,1.9,1.6,2.2,4.39
844,00 10 21.3347,-48 08 36.8916,140.0,6591,9.6005,2.7,1.4,1.3,1.1,1.5,7.0
845,00 10 22.7711,-43 31 22.5141,170.0,6472,9.4395,4.4,1.4,1.7,1.4,2.0,5.84
847,00 10 23.0328,-11 47 09.0009,100.0,6390,8.4939,3.9,1.4,1.6,1.3,1.9,9.67
848,00 10 24.2015,+58 29 22.2194,106.0,6413,7.8485,7.5,1.4,2.22,1.9,3.0,9.41
851,00 10 26.2833,-14 27 07.9497,160.0,6297,8.4646,9.5,1.3,2.6,2.1,3.0,6.32
853,00 10 27.4416,-73 38 58.0296,330.0,6385,9.9846,9.8,1.4,2.6,2.1,3.0,3.05
854,00 10 28.4284,+13 35 41.9299,190.0,6341,9.0833,7.8,1.4,2.3,1.9,3.0,5.15
856,00 10 29.6140,+15 13 54.9426,78.0,6117,8.3504,2.3,1.23,1.4,1.1,1.5,12.84
862,00 10 37.5387,-49 16 53.0184,67.0,5983,10.0818,0.53,1.15,0.68,0.5,0.7,15.0
863,00 10 37.8176,-63 38 03.5052,160.0,6110,8.8563,6.6,1.22,2.3,1.8,3.0,6.44
865,00 10 38.3095,-73 13 27.9626,70.0,6845,6.7436,8.6,1.5,2.09,1.9,3.0,14.2
867,00 10 39.1043,+12 49 12.9757,66.0,5838,8.5981,1.4,1.08,1.17,0.9,1.2,15.21
869,00 10 40.6503,+13 13 22.7674,130.0,6165,9.0767,3.4,1.3,1.6,1.3,1.8,7.92
870,00 10 40.7308,+02 03 19.7929,56.0,6430,7.6161,2.6,1.4,1.3,1.1,1.5,17.78
872,00 10 42.4592,-54 24 01.3497,180.0,5514,8.6847,12.0,0.94,3.8,3.0,4.0,5.52
879,00 10 46.7157,-73 30 26.7270,110.0,6138,9.5227,1.8,1.24,1.18,0.9,1.3,9.05
880,00 10 46.8236,+37 28 25.9033,98.0,6669,7.8642,6.12,1.4,1.9,1.6,2.3,10.22
888,00 10 53.9919,-31 12 54.5642,150.0,5928,10.3024,1.7,1.12,1.24,0.9,1.3,6.58
890,00 10 56.0280,+64 57 47.4629,350.0,5919,9.7696,16.0,1.12,3.7,3.0,4.0,2.83
894,00 10 58.1419,+52 26 34.0450,230.0,6405,9.0139,11.8,1.4,2.8,2.3,3.0,4.36
895,00 11 01.4144,+29 33 01.8821,82.0,6534,8.646,2.07,1.4,1.12,0.96,1.4,12.19
896,00 11 03.6600,+13 45 01.8390,130.0,6154,9.2521,3.0,1.25,1.5,1.2,1.7,7.69
903,00 11 08.8048,-87 24 51.2558,170.0,5978,8.9812,7.6,1.14,2.6,2.0,3.0,5.73
904,00 11 09.0469,-07 22 34.3149,116.0,6394,9.001,3.0,1.4,1.4,1.2,1.6,8.61
907,00 11 14.3192,+06 10 49.9005,300.0,4698,10.8917,5.8,0.718,3.6,2.0,3.0,3.35
914,00 11 18.1039,-32 48 01.4936,61.2,5715,8.7338,1.23,1.0,1.13,0.8,1.1,16.33
920,00 11 24.4506,+23 49 05.3312,55.0,5870,8.3525,1.3,1.09,1.09,0.8,1.1,18.11
921,00 11 24.4529,-08 21 32.8299,150.0,5932,9.9281,2.17,1.12,1.4,1.0,1.5,6.71
922,00 11 29.2875,-18 42 24.8145,98.0,6570,8.5848,3.16,1.4,1.4,1.2,1.7,10.22
924,00 11 30.8622,-49 37 45.1551,50.0,5764,9.1157,0.55,1.0,0.75,0.5,0.8,19.98
927,00 11 31.4307,-55 44 58.7792,223.0,6712,8.4329,18.0,1.4,3.17,3.0,4.0,4.48
937,00 11 36.3841,-23 37 56.5192,112.0,6231,7.9744,7.5,1.3,2.4,1.9,3.0,8.91
941,00 11 37.2654,-72 16 31.7032,111.0,6421,8.9651,2.9,1.4,1.4,1.2,1.6,9.02
943,00 11 37.4749,+10 19 42.4422,47.0,5629,8.7423,0.68,0.99,0.87,0.6,0.9,21.31
947,00 11 40.7649,-09 42 09.9846,122.0,6036,8.6364,4.6,1.18,2.0,1.5,2.1,8.18
949,00 11 41.8249,+54 20 07.8786,350.0,7171,8.1629,57.0,1.6,4.9,5.0,7.0,2.82
952,00 11 45.7795,+27 30 36.9212,90.0,6074,8.5464,2.7,1.2,1.5,1.1,1.6,11.1
953,00 11 47.1498,-33 14 01.7651,90.0,5830,8.8623,2.3,1.08,1.5,1.1,1.5,11.17
955,00 11 48.1443,-17 33 27.7206,60.0,5945,9.1426,0.78,1.13,0.83,0.6,0.9,16.71
956,00 11 50.1893,+28 25 23.7264,80.5,6176,7.6143,5.06,1.3,2.0,1.6,2.2,12.42
961,00 11 51.0154,-35 32 48.5317,85.0,5694,9.4731,1.2,1.0,1.13,0.8,1.1,11.81
963,00 11 54.7220,-33 02 14.5997,207.0,5920,9.4546,7.0,1.12,2.5,1.9,3.0,4.84
964,00 11 54.7660,-22 49 03.3501,81.2,6980,8.0026,3.6,1.5,1.3,1.2,1.7,12.32
968,00 11 59.2909,-00 13 46.9144,460.0,6716,8.7875,53.0,1.4,5.4,5.0,7.0,2.19
971,00 12 01.4595,+28 36 24.2402,100.0,6569,7.2794,11.0,1.4,2.6,2.2,3.0,9.68
976,00 12 05.4891,-07 05 19.2002,96.0,6475,8.7561,2.5,1.4,1.3,1.1,1.5,10.44
984,00 12 10.3064,+46 46 29.6738,270.0,6544,9.2257,13.0,1.4,2.8,2.4,3.0,3.74
985,00 12 12.9244,-27 47 04.4030,108.0,6612,8.3658,4.7,1.4,1.7,1.4,2.0,9.26
986,00 12 13.8457,+39 54 05.6584,95.0,7130,7.5054,7.6,1.6,1.8,1.8,3.0,10.53
992,00 12 19.7346,-57 30 21.3271,125.0,6008,10.1788,1.3,1.16,1.0,0.8,1.1,8.03
994,00 12 25.2751,-61 36 20.7489,160.0,6818,9.0936,5.3,1.5,1.7,1.5,2.1,6.13
997,00 12 29.8196,-56 24 47.9712,300.0,6431,10.0277,7.7,1.4,2.24,1.9,3.0,3.38
1001,00 12 30.9429,-32 19 14.9681,170.0,6466,9.2299,5.18,1.4,1.8,1.5,2.2,5.97
1002,00 12 31.9624,-52 20 00.1524,180.0,4918,9.3912,7.9,0.77,3.9,2.3,3.0,5.41
1004,00 12 32.9499,+24 38 11.0606,214.0,6761,8.96,9.9,1.5,2.3,2.1,3.0,4.67
1005,00 12 33.1549,-11 41 34.7297,170.0,6662,8.2282,13.0,1.4,2.7,2.4,3.0,5.72
1010,00 12 35.1367,-36 29 09.6269,290.0,5862,10.2198,6.6,1.09,2.5,1.8,3.0,3.49
1015,00 12 39.4545,+09 31 39.9846,190.0,6183,10.8396,1.6,1.3,1.1,0.9,1.2,5.2
1016,00 12 39.6268,-59 30 28.3103,130.0,5772,9.6995,2.13,1.0,1.5,1.1,1.5,7.95
1021,00 12 43.4858,+65 32 42.8198,200.0,5162,10.9143,2.4,0.84,1.9,1.2,1.7,5.0
1024,00 12 45.8159,+31 18 34.9792,240.0,6684,9.6393,6.6,1.4,1.9,1.7,2.4,4.16
1026,00 12 47.9634,+46 05 43.5747,54.0,6865,6.7235,5.3,1.5,1.6,1.5,2.1,18.35
1028,00 12 49.5538,-31 53 51.6516,110.0,5692,8.9363,3.3,1.0,1.9,1.3,1.9,9.12
1029,00 12 49.8377,-47 30 48.6708,160.0,6111,9.9843,2.3,1.22,1.4,1.1,1.5,6.4
1034,00 12 55.7118,-23 40 43.9514,240.0,6220,10.654,3.0,1.3,1.5,1.2,1.7,4.11
1035,00 12 56.8701,+35 36 25.9313,325.0,6430,8.9356,24.0,1.4,4.0,3.0,5.0,3.08
1038,00 13 00.0409,+12 19 51.4533,130.0,6603,8.2823,7.4,1.4,2.08,1.8,3.0,7.47
1040,00 13 00.4492,+02 56 58.8318,150.0,6266,8.7267,7.0,1.3,2.24,1.8,3.0,6.52
1045,00 13 03.6227,-24 57 16.6554,130.0,6118,10.232,1.3,1.23,1.0,0.8,1.1,7.54
1047,00 13 04.1047,-23 56 20.7138,208.0,6059,10.0718,3.9,1.19,1.8,1.4,1.9,4.8
1051,00 13 05.9368,+20 11 25.4597,94.0,6120,8.8416,2.24,1.23,1.3,1.0,1.5,10.59
1052,00 13 08.4457,+84 02 39.2889,118.0,6325,9.128,2.9,1.3,1.4,1.2,1.6,8.51
1058,00 13 09.9827,-43 03 54.6101,65.0,6661,7.6651,3.3,1.4,1.4,1.2,1.7,15.28
1059,00 13 11.7004,+11 43 34.8847,311.0,5212,10.1702,9.3,0.85,3.7,2.4,3.0,3.22
1060,00 13 11.9459,-30 20 59.3958,160.0,5968,10.5844,1.3,1.14,1.07,0.8,1.1,6.08
1071,00 13 17.6595,-23 43 57.0590,87.0,6957,8.0745,3.9,1.5,1.4,1.3,1.8,11.43
1072,00 13 18.2772,-20 37 07.7360,89.0,6431,7.547,6.9,1.4,2.12,1.8,3.0,11.18
1073,00 13 19.3441,+08 55 47.5696,95.0,6917,7.7951,5.5,1.5,1.6,1.5,2.2,10.58
1076,00 13 23.9333,+26 59 15.4514,130.0,5580,6.3777,52.4,0.97,7.7,5.0,8.0,7.61
1077,00 13 24.1964,+65 36 48.4653,370.0,6007,10.3618,9.8,1.16,2.9,2.2,3.0,2.7
1080,00 13 27.1208,+68 14 53.6053,424.0,6601,10.9652,6.9,1.4,2.0,1.7,2.5,2.36
1095,00 13 40.4669,+06 34 49.5177,213.0,6347,8.7514,12.1,1.4,2.9,2.4,3.0,4.7
1103,00 13 45.6360,+08 11 36.6595,65.0,6621,7.5093,3.7,1.4,1.5,1.3,1.8,15.29
1105,00 13 46.4256,+64 51 53.4334,100.0,6163,8.1951,5.13,1.3,2.0,1.6,2.2,9.86
1108,00 13 48.6194,+16 34 50.2607,108.0,6181,9.0666,2.4,1.3,1.4,1.1,1.5,9.22
1113,00 13 52.8283,-74 41 17.4205,44.0,5551,8.9026,0.58,0.96,0.821,0.6,0.8,22.52
1114,00 13 52.9681,-56 59 59.2392,68.0,6373,7.2662,5.24,1.4,1.9,1.6,2.2,14.7
1121,00 14 01.2827,+00 52 07.4120,140.0,6197,9.3343,3.4,1.3,1.6,1.3,1.8,7.05
1125,00 14 02.8357,+44 30 43.3224,170.0,6784,8.4905,9.9,1.5,2.3,2.1,3.0,5.93
1129,00 14 04.1924,-43 11 19.5254,121.0,6082,10.2392,1.4,1.2,1.07,0.8,1.2,8.27
1133,00 14 08.9885,+26 15 31.9377,113.0,5946,7.1124,16.0,1.13,3.8,3.0,4.0,8.83
1136,00 14 12.0856,-26 05 50.7614,200.0,6773,10.3612,2.6,1.5,1.17,1.1,1.5,4.91
1137,00 14 13.0775,+35 25 04.9804,75.0,6407,8.1829,2.7,1.4,1.3,1.1,1.6,13.33
1140,00 14 14.7106,-55 04 10.5263,45.0,6578,6.7651,3.6,1.4,1.5,1.3,1.8,22.12
1149,00 14 21.4809,+04 53 09.0767,300.0,6873,9.0694,18.0,1.5,3.0,3.0,4.0,3.32
1152,00 14 23.6219,+43 50 45.1530,120.0,6328,8.2871,6.3,1.3,2.09,1.7,2.4,8.33
1154,00 14 25.5344,-27 10 11.1663,124.0,6034,9.0649,3.5,1.18,1.7,1.3,1.9,8.08
1156,00 14 27.0738,+16 38 27.2342,90.0,6154,8.3401,3.3,1.25,1.6,1.3,1.8,11.11
1159,00 14 27.7060,-55 41 48.2980,307.0,6357,10.2717,6.6,1.4,2.12,1.7,2.5,3.26
1166,00 14 35.5915,-31 01 23.5563,117.0,6378,9.5995,1.9,1.4,1.12,0.9,1.3,8.52
1169,00 14 36.5553,+01 17 48.7246,80.0,6540,7.1291,8.0,1.4,2.21,1.9,3.0,12.51
1173,00 14 39.0515,-39 47 38.9700,75.0,5981,9.3116,1.0,1.15,0.94,0.7,1.0,13.33
1174,00 14 39.2629,+12 14 11.0356,87.0,5654,9.2446,1.5,1.0,1.3,0.9,1.2,11.53
1182,00 14 45.7414,-39 14 35.6118,140.0,5362,11.916,0.47,0.89,0.79,0.5,0.7,7.29
1183,00 14 47.2533,-28 58 30.0520,190.0,6091,10.3636,2.4,1.21,1.4,1.1,1.5,5.3
1184,00 14 47.7646,+62 11 46.9233,119.0,6284,8.5806,4.7,1.3,1.8,1.5,2.1,8.43
1186,00 14 49.1583,-37 36 32.2523,370.0,6620,10.0173,14.0,1.4,2.9,3.0,4.0,2.67
1187,00 14 49.7796,-28 59 14.6279,77.0,5400,10.2197,0.54,0.906,0.84,0.6,0.8,12.99
1188,00 14 49.9897,+23 47 36.2937,130.0,5790,8.7436,5.06,1.06,2.24,1.6,2.3,7.49
1190,00 14 53.4032,-32 09 09.7204,121.0,6695,8.1132,7.3,1.4,2.0,1.8,3.0,8.27
1199,00 15 00.0314,+05 35 18.1125,140.0,6271,8.5231,7.05,1.3,2.3,1.8,3.0,6.97
1201,00 15 01.3559,-16 03 16.9443,180.0,6742,9.0819,6.4,1.4,1.8,1.7,2.3,5.66
1203,00 15 03.5265,-33 35 02.2311,110.0,6241,9.2004,2.3,1.3,1.3,1.1,1.5,9.13
1206,00 15 04.5576,-68 31 48.8380,45.0,5747,8.7091,0.68,1.0,0.83,0.6,0.8,22.21
1210,00 15 07.9529,-29 00 23.0808,350.0,7047,9.1873,21.8,1.6,3.14,3.0,4.0,2.84
1211,00 15 09.1778,+34 52 05.6079,98.0,6854,8.0826,4.8,1.5,1.6,1.4,2.0,10.24
1214,00 15 09.8353,+17 41 29.9250,180.0,5871,9.0915,6.5,1.1,2.5,1.8,3.0,5.55
1221,00 15 13.5192,-42 06 12.1793,92.2,6394,9.2414,1.6,1.4,1.0,0.8,1.2,10.85
1223,00 15 14.4664,-30 56 06.2059,215.0,6501,9.5026,6.6,1.4,2.0,1.7,2.4,4.65
1226,00 15 15.0932,-40 05 31.5932,221.0,6829,9.9127,4.6,1.5,1.5,1.4,2.0,4.53
1227,00 15 15.2237,+68 00 23.4234,1050.0,5961,11.8688,20.0,1.14,4.23,3.0,5.0,0.95
1228,00 15 16.0611,-42 09 53.8147,170.0,6874,8.7905,7.22,1.5,1.9,1.7,2.5,6.03
1231,00 15 16.3769,-16 45 22.3024,140.0,6773,7.765,12.5,1.5,2.6,2.3,3.0,7.38
1232,00 15 17.6540,-42 29 47.4880,360.0,6181,9.8225,14.0,1.3,3.3,3.0,4.0,2.77
1234,00 15 21.5123,+28 35 14.5580,93.0,6302,7.4314,8.0,1.3,2.4,1.9,3.0,10.75
1235,00 15 21.9571,+62 41 46.4849,360.0,5841,9.2599,26.0,1.08,5.0,4.0,5.0,2.78
1239,00 15 26.5582,+24 04 11.0702,230.0,6187,9.5661,6.9,1.3,2.3,1.8,3.0,4.29
1248,00 15 34.2250,-24 20 46.8441,250.0,5760,9.3,10.7,1.0,3.3,2.4,3.0,3.98
1251,00 15 41.2192,-26 26 31.9983,150.0,5827,10.1522,1.9,1.07,1.4,1.0,1.4,6.77
1252,00 15 42.1009,-07 18 23.0141,130.0,5953,9.0414,3.8,1.13,1.8,1.4,1.9,7.47
1255,00 15 44.9167,+45 32 38.1196,140.0,7055,8.3311,7.8,1.6,1.9,1.8,3.0,7.14
1256,00 15 45.0191,+39 01 15.0546,160.0,6337,8.6684,7.6,1.4,2.3,1.9,3.0,6.24
1258,00 15 47.1011,-66 55 26.6475,84.0,6194,8.6572,2.3,1.3,1.3,1.0,1.5,11.96
1262,00 15 50.2369,-24 07 22.9688,150.0,6090,10.5984,1.3,1.21,1.0,0.8,1.1,6.55
1263,00 15 51.5635,+60 25 53.6523,660.0,7051,10.9262,16.0,1.6,2.7,3.0,4.0,1.51
1264,00 15 51.6408,+02 42 08.2890,270.0,7000,8.4867,24.0,1.6,3.3,3.0,4.0,3.65
1266,00 15 51.8326,-08 52 34.6351,88.0,5937,9.17,1.5,1.13,1.17,0.9,1.2,11.38
1274,00 15 59.8403,-09 28 46.1607,65.0,5951,8.6899,1.3,1.13,1.09,0.8,1.2,15.42
1280,00 16 02.6445,-43 07 08.2624,240.0,6648,10.5275,3.17,1.4,1.3,1.2,1.7,4.1
1281,00 16 03.1610,-71 15 05.0366,220.0,6206,9.3319,8.3,1.3,2.5,2.0,3.0,4.55
1282,00 16 03.3160,-25 39 25.7428,370.0,6139,10.482,8.3,1.24,2.5,2.0,3.0,2.68
1291,00 16 10.8954,+55 52 04.9837,170.0,6587,9.1121,6.12,1.4,1.9,1.6,2.3,5.73
1299,00 16 19.8631,-33 28 09.5824,74.0,5439,9.6878,0.811,0.919,1.0,0.7,0.95,13.5
1300,00 16 20.7095,+71 55 51.4796,140.0,6445,9.8348,2.0,1.4,1.14,0.96,1.4,7.27
1303,00 16 21.7569,-07 01 48.1693,170.0,6475,8.7865,7.7,1.4,2.21,1.9,3.0,5.92
1305,00 16 23.4536,-34 49 45.4949,113.0,6074,9.1959,2.6,1.2,1.4,1.1,1.6,8.86
1306,00 16 23.4449,-22 35 16.5096,77.0,5873,8.0389,3.5,1.1,1.8,1.3,1.9,13.06
1311,00 16 27.6713,-36 47 46.4909,140.0,6562,9.3058,3.3,1.4,1.4,1.2,1.7,7.16
1313,00 16 31.3436,-56 13 28.5276,150.0,6215,9.303,3.8,1.3,1.7,1.4,1.9,6.78
1316,00 16 33.5364,-38 49 50.6905,200.0,6417,9.839,4.0,1.4,1.6,1.4,1.9,5.12
1317,00 16 33.6161,-17 53 44.7144,170.0,6420,8.6692,8.7,1.4,2.4,2.0,3.0,5.97
1320,00 16 34.7166,+15 50 13.8342,110.0,6671,8.4097,4.4,1.4,1.6,1.4,2.0,9.11
1321,00 16 35.1649,-01 31 23.1835,109.0,6039,8.5986,3.9,1.18,1.8,1.4,1.9,9.2
1323,00 16 37.4133,-21 36 01.9495,160.0,6477,9.8512,2.7,1.4,1.3,1.1,1.6,6.15
1324,00 16 38.1810,-04 58 39.5557,190.0,5700,9.7379,4.15,1.0,2.09,1.5,2.1,5.36
1332,00 16 42.4407,-41 44 59.3216,260.0,6435,9.7889,7.22,1.4,2.16,1.8,3.0,3.89
1335,00 16 43.4474,+41 50 57.9628,99.0,6070,8.7079,3.11,1.2,1.6,1.2,1.7,10.09
1336,00 16 44.4649,+36 29 28.9984,78.0,6291,7.8347,4.0,1.3,1.7,1.4,1.9,12.82
1342,00 16 48.1930,-78 46 48.3330,100.0,6471,6.88,17.0,1.4,3.3,3.0,4.0,9.54
1344,00 16 50.4168,+32 27 02.8625,280.0,6117,10.1437,6.0,1.23,2.17,1.7,2.4,3.63
1345,00 16 50.7772,-49 37 39.7045,190.0,6537,8.981,7.9,1.4,2.19,1.9,3.0,5.39
1347,00 16 52.5403,+81 39 49.2845,33.0,5270,8.8098,0.38,0.87,0.74,0.5,0.7,30.12
1350,00 16 53.7856,-07 11 31.1505,68.0,5717,9.0735,1.0,1.0,1.0,0.7,1.0,14.64
1351,00 16 53.9743,-15 28 27.0822,100.0,6093,9.3486,1.8,1.21,1.2,0.9,1.3,9.96
1361,00 17 03.0239,+28 18 51.5273,140.0,6207,9.3025,3.5,1.3,1.6,1.3,1.8,6.92
1369,00 17 06.8574,-12 02 24.8840,200.0,6513,8.5427,14.0,1.4,2.9,3.0,4.0,4.88
1371,00 17 08.5926,-36 40 47.8311,223.0,6423,10.6302,2.5,1.4,1.3,1.1,1.5,4.49
1375,00 17 11.9672,-61 15 30.0298,150.0,6604,8.6005,6.7,1.4,2.0,1.7,2.4,6.89
1376,00 17 12.1606,-44 21 51.4571,315.0,6488,8.7275,28.0,1.4,4.19,4.0,5.0,3.17
1385,00 17 19.8439,+00 35 24.3538,122.0,6023,9.0916,3.1,1.17,1.6,1.2,1.7,8.17
1387,00 17 21.4588,-71 54 56.7570,460.0,6955,10.1513,15.0,1.5,2.7,2.5,4.0,2.19
1388,00 17 21.6744,+16 30 30.3143,107.0,5949,9.9172,1.4,1.13,1.12,0.8,1.2,9.32
1390,00 17 22.3368,+16 30 37.4950,125.0,5600,8.8746,4.3,0.98,2.22,1.5,2.2,8.0
1392,00 17 24.5087,+08 52 34.8301,15.0,6018,6.7796,0.44,1.17,0.608,0.5,0.7,65.85
1393,00 17 24.3679,-51 31 20.4838,116.0,6051,9.4755,2.11,1.19,1.3,1.0,1.4,8.64
1394,00 17 24.3810,-66 34 01.5034,97.0,6424,8.4089,3.6,1.4,1.5,1.3,1.8,10.36
1395,00 17 27.7212,-46 20 08.1835,150.0,5154,9.4776,4.4,0.83,2.6,1.7,2.3,6.57
1398,00 17 30.0837,-47 25 59.6277,44.0,4556,11.4668,0.079,0.69,0.45,0.24,0.3,22.92
1399,00 17 30.3137,-59 57 03.8358,47.0,4035,11.4398,0.14,0.56,0.78,0.3,0.5,21.48
1400,00 17 30.5603,+45 45 57.5127,98.0,6272,8.9378,2.4,1.3,1.3,1.1,1.5,10.23
1402,00 17 32.6904,-19 03 03.9094,48.0,6616,6.5475,4.9,1.4,1.7,1.5,2.1,20.62
1404,00 17 34.5472,-69 52 42.4007,93.0,6065,8.3711,3.7,1.19,1.7,1.4,1.9,10.75
1406,00 17 32.9193,+24 40 04.2875,51.2,4300,10.9946,0.19,0.63,0.79,0.4,0.5,19.52
1410,00 17 39.7304,+12 02 32.7227,170.0,6774,8.425,10.9,1.5,2.4,2.2,3.0,5.78
1418,00 17 45.6142,-48 09 41.0777,250.0,6032,10.5329,3.5,1.17,1.7,1.3,1.9,3.97
1419,00 17 47.0582,-66 21 32.0168,81.6,5536,7.9357,4.7,0.95,2.4,1.6,2.3,12.26
1423,00 17 48.2777,-06 11 17.7417,440.0,6646,10.0874,14.0,1.4,2.8,2.4,3.0,2.28
1425,00 17 49.2690,-79 13 56.4140,150.0,6066,8.0564,11.9,1.19,3.13,2.4,3.0,6.88
1433,00 17 52.4364,-17 34 01.2150,290.0,6536,9.5394,11.3,1.4,2.6,2.3,3.0,3.47
1435,00 17 52.8526,+07 51 57.8247,180.0,6860,7.6156,24.0,1.5,3.5,3.0,5.0,5.42
1438,00 17 55.9446,+04 41 56.1931,170.0,5348,12.3698,0.309,0.89,0.65,0.4,0.6,5.94
1441,00 17 56.9334,+34 34 32.0560,150.0,6970,8.5504,6.8,1.5,1.8,1.7,2.4,6.71
1443,00 17 58.0900,-07 50 44.1435,190.0,5900,11.1836,1.1,1.11,1.0,0.7,1.1,5.34
1447,00 18 00.6750,+09 30 53.6878,150.0,6536,9.2611,3.8,1.4,1.5,1.3,1.9,6.83
1452,00 18 05.6301,-83 03 40.9093,330.0,6245,9.8657,11.6,1.3,2.9,2.3,3.0,3.02
