HIP,RAJ2000,DEJ2000,Dist,Teff,mag,Lum,Mass,Rad,CHZ,OHZ,plx
84506,17 16 33.1692,+14 40 27.1759,84.0,5795,8.399,3.0,1.06,1.7,1.3,1.8,11.93
84507,17 16 33.3783,-51 46 20.7283,200.0,4955,10.4632,3.3,0.78,2.5,1.5,2.0,5.06
84508,17 16 34.6395,-55 18 37.7001,150.0,5717,8.7928,7.3,1.0,2.7,2.0,3.0,6.5
84512,17 16 36.4431,+26 34 29.6910,917.0,6252,10.7069,46.0,1.3,5.8,5.0,7.0,1.09
84515,17 16 36.9822,+03 24 30.2642,82.1,6402,8.3691,2.7,1.4,1.3,1.1,1.6,12.18
84520,17 16 39.1572,+50 36 22.3334,40.0,5847,8.1845,0.87,1.08,0.909,0.7,0.9,24.8
84527,17 16 45.2870,+02 59 08.8916,130.0,6184,9.5166,2.6,1.3,1.4,1.1,1.6,7.56
84529,17 16 48.3068,-50 39 25.3383,100.0,5983,9.3182,1.9,1.15,1.3,0.97,1.4,9.76
84532,17 16 54.0218,+39 28 05.2278,75.0,6161,7.5898,4.8,1.3,1.9,1.5,2.1,13.38
84533,17 16 54.3152,-30 21 05.0240,69.0,7015,7.3487,4.7,1.6,1.5,1.4,2.0,14.46
84534,17 16 54.3687,-56 39 57.6175,190.0,6135,9.4636,5.5,1.24,2.08,1.6,2.3,5.31
84537,17 16 56.8078,-02 52 23.6230,140.0,5063,9.1288,5.4,0.807,3.0,1.9,3.0,7.39
84539,17 16 58.1185,-10 53 55.9892,140.0,5983,8.9479,4.9,1.15,2.06,1.6,2.2,7.25
84541,17 16 59.0718,+62 34 40.2723,56.0,5364,8.1826,1.7,0.89,1.5,1.0,1.4,17.98
84543,17 16 59.8693,-22 28 06.4317,160.0,5722,9.4424,4.3,1.0,2.11,1.5,2.1,6.3
84546,17 17 00.8838,-78 55 33.6086,150.0,6416,9.2625,4.0,1.4,1.6,1.4,1.9,6.7
84547,17 17 01.0427,-58 26 02.9302,240.0,5675,9.2514,12.0,1.0,3.6,3.0,4.0,4.16
84548,17 17 01.7806,+26 42 54.7961,68.0,6659,7.6053,3.8,1.4,1.5,1.3,1.8,14.61
84549,17 17 02.5032,+08 30 37.7663,990.0,7064,9.3414,130.0,1.6,7.8,7.0,10.0,1.01
84551,17 17 03.7143,-32 39 45.7388,48.0,6220,5.6419,11.2,1.3,2.9,2.3,3.0,20.67
84553,17 17 04.6628,+14 40 50.8167,130.0,6250,8.3549,7.11,1.3,2.3,1.8,3.0,7.74
84557,17 17 06.9864,+34 07 30.8347,200.0,6779,9.2972,6.4,1.5,1.8,1.7,2.4,5.05
84562,17 17 11.1030,+37 36 39.5265,66.0,5780,8.9761,1.0,1.05,1.0,0.7,1.0,15.23
84563,17 17 11.2278,-06 47 07.6309,150.0,6511,8.3421,9.13,1.4,2.4,2.0,3.0,6.81
84565,17 17 15.3957,-50 11 53.3087,180.0,6270,9.0073,7.24,1.3,2.3,1.8,3.0,5.62
84566,17 17 15.6501,+13 52 07.8690,150.0,6788,7.9435,14.0,1.5,2.7,2.4,3.0,6.5
84570,17 17 18.3131,-48 27 49.5487,190.0,5704,10.1913,3.13,1.0,1.8,1.3,1.8,5.24
84571,17 17 18.5818,+36 21 39.3024,250.0,6907,9.1042,11.8,1.5,2.4,2.2,3.0,4.0
84572,17 17 19.1298,-32 03 56.2255,61.3,5866,8.2741,1.8,1.09,1.3,0.97,1.4,16.31
84574,17 17 20.5026,+25 23 44.3509,160.0,6423,8.35,9.7,1.4,2.5,2.1,3.0,6.25
84579,17 17 21.5027,+25 01 22.7991,72.2,5325,9.0652,1.3,0.88,1.3,0.9,1.2,13.85
84580,17 17 21.5465,-05 07 50.1403,480.0,5847,8.7049,78.0,1.08,8.6,6.0,9.0,2.09
84583,17 17 23.4083,-49 11 56.1130,64.0,5681,9.7931,0.51,1.0,0.74,0.5,0.7,15.65
84586,17 17 25.5375,-66 57 02.5305,31.4,4905,7.0114,2.09,0.77,2.0,1.2,1.6,31.8
84593,17 17 34.3488,-25 06 18.4676,221.0,6677,9.2604,8.5,1.4,2.17,1.9,3.0,4.53
84595,17 17 34.6728,+10 24 59.2655,69.0,5493,8.5927,2.0,0.94,1.6,1.1,1.5,14.39
84598,17 17 35.8562,-64 44 55.8645,180.0,5933,9.6028,4.8,1.12,2.08,1.6,2.2,5.41
84600,17 17 36.9817,+01 44 33.0737,89.0,6700,6.9538,11.6,1.4,2.5,2.2,3.0,11.19
84602,17 17 37.8278,+64 01 58.9927,170.0,6586,7.4697,26.0,1.4,3.9,3.0,5.0,5.8
84603,17 17 37.9643,+31 26 53.5116,200.0,6089,8.495,15.0,1.21,3.4,3.0,4.0,5.07
84608,17 17 41.6313,-45 08 21.8178,222.0,6144,10.1687,4.0,1.24,1.8,1.4,2.0,4.51
84609,17 17 41.9383,-28 56 17.8984,67.0,6070,8.817,1.3,1.2,1.0,0.8,1.1,14.85
84610,17 17 43.0377,-15 23 31.5640,140.0,4016,10.6881,2.7,0.56,3.4,1.5,2.0,6.95
84611,17 17 43.1679,-30 46 13.7233,73.0,5919,9.0981,1.21,1.12,1.0,0.8,1.1,13.63
84613,17 17 45.8272,-34 05 47.8089,218.0,6106,8.156,24.0,1.22,4.4,3.0,5.0,4.58
84617,17 17 50.8927,-13 33 19.2823,180.0,5967,9.9937,3.0,1.14,1.6,1.2,1.7,5.69
84618,17 17 51.7776,-12 18 47.2771,160.0,6280,8.4748,9.0,1.3,2.5,2.1,3.0,6.38
84619,17 17 54.9433,-58 10 29.4879,170.0,6405,9.0087,6.8,1.4,2.13,1.8,3.0,5.79
84624,17 17 59.6591,+25 24 19.3255,200.0,5910,9.6361,5.3,1.11,2.19,1.6,2.3,4.9
84632,17 18 04.9522,+03 08 49.1301,75.0,6562,6.9617,8.15,1.4,2.21,1.9,3.0,13.37
84636,17 18 07.0726,-24 04 22.2338,46.0,5850,6.7333,4.11,1.09,2.0,1.5,2.0,21.9
84642,17 18 14.7109,-60 27 26.7264,59.0,5355,9.6466,0.54,0.89,0.86,0.6,0.8,16.97
84643,17 18 14.8588,-00 45 52.8458,95.0,6324,8.0243,5.13,1.3,1.9,1.5,2.2,10.51
84645,17 18 16.5724,+53 38 06.1205,180.0,6387,9.0287,6.8,1.4,2.13,1.8,3.0,5.51
84646,17 18 17.3712,+42 53 11.4141,130.0,5956,10.0986,1.4,1.13,1.11,0.8,1.2,7.85
84648,17 18 18.6203,+42 06 39.7527,115.0,6364,8.3868,5.17,1.4,1.9,1.5,2.2,8.66
84651,17 18 21.1631,+23 25 56.0258,130.0,6368,7.9028,11.1,1.4,2.7,2.3,3.0,7.53
84653,17 18 22.2370,+32 39 38.9126,140.0,6023,8.8798,5.3,1.17,2.11,1.6,2.3,7.1
84654,17 18 22.8162,-46 02 18.2943,217.0,6361,10.4999,3.0,1.4,1.4,1.2,1.7,4.61
84660,17 18 25.9117,-72 40 57.2951,100.0,6373,9.4731,1.6,1.4,1.0,0.9,1.2,9.59
84665,17 18 30.8845,-29 33 19.8453,96.0,5979,8.8643,2.6,1.15,1.5,1.1,1.6,10.38
84666,17 18 31.4214,-38 47 33.2713,92.3,6145,8.5564,3.1,1.24,1.6,1.2,1.7,10.83
84667,17 18 32.5372,+37 46 00.4318,122.0,5110,8.6239,6.23,0.82,3.19,2.0,3.0,8.2
84672,17 18 37.3588,+40 35 11.1138,230.0,6154,9.6951,5.8,1.25,2.13,1.7,2.4,4.42
84673,17 18 38.3246,-36 05 12.9386,250.0,5640,8.3355,31.6,0.99,5.9,4.0,6.0,4.03
84676,17 18 39.3316,-01 30 36.1044,66.0,5642,8.1514,2.25,0.99,1.6,1.1,1.5,15.14
84678,17 18 40.4137,-10 13 09.3476,106.0,7133,7.8937,6.6,1.6,1.7,1.6,2.3,9.44
84682,17 18 42.4432,+14 52 53.1309,130.0,6406,8.4423,6.9,1.4,2.14,1.8,3.0,7.44
84685,17 18 43.9073,-33 26 29.7128,140.0,7160,7.7631,14.0,1.6,2.4,2.3,3.0,7.0
84688,17 18 46.2449,+35 40 11.9578,150.0,6041,9.8131,2.5,1.18,1.4,1.1,1.6,6.76
84689,17 18 47.1098,-44 20 17.8506,140.0,5835,9.5715,2.9,1.08,1.7,1.2,1.7,7.13
84694,17 18 49.8638,-39 30 58.4932,97.0,6455,8.487,3.5,1.4,1.5,1.3,1.8,10.29
84695,17 18 50.4721,-25 10 37.0459,140.0,6016,9.7278,2.3,1.17,1.4,1.1,1.5,7.39
84696,17 18 50.5024,-02 48 37.3466,40.0,6204,6.7781,3.0,1.3,1.5,1.2,1.7,24.79
84702,17 18 52.0851,+83 20 11.7276,77.0,6039,7.6738,4.9,1.18,2.0,1.6,2.2,13.02
84703,17 18 52.3899,-20 29 57.3103,313.0,6626,8.6878,29.0,1.4,4.07,4.0,5.0,3.19
84704,17 18 52.7808,+06 05 07.5540,170.0,6525,6.6033,54.0,1.4,5.8,5.0,7.0,6.05
84706,17 18 54.7912,-22 42 28.0868,180.0,6431,9.234,6.09,1.4,2.0,1.7,2.4,5.52
84708,17 18 55.9654,-70 48 46.8812,1500.0,6382,12.3252,26.0,1.4,4.2,3.0,5.0,0.67
84709,17 18 56.3604,-34 59 22.4678,6.8,4298,6.0194,0.313,0.63,1.0,0.5,0.7,146.29
84712,17 18 57.9103,-15 13 12.1867,90.0,6239,7.9266,5.0,1.3,1.9,1.5,2.2,11.17
84714,17 18 58.4022,+68 52 40.5507,76.0,6192,8.0819,3.06,1.3,1.5,1.2,1.7,13.11
84715,17 18 58.7003,+44 07 54.4291,190.0,6563,8.7619,9.18,1.4,2.3,2.0,3.0,5.36
84718,17 19 02.4297,-32 40 22.5337,123.0,6286,9.106,3.22,1.3,1.5,1.2,1.7,8.13
84719,17 19 02.6588,-20 34 06.5345,140.0,6550,8.8769,4.7,1.4,1.7,1.5,2.1,7.27
84721,17 19 03.6374,-40 52 26.0638,250.0,6601,10.734,2.9,1.4,1.3,1.1,1.6,3.95
84722,17 19 03.8163,+30 54 18.9284,180.0,6584,9.7938,4.08,1.4,1.6,1.3,1.9,5.45
84725,17 19 08.2276,-35 50 25.6538,140.0,6305,9.17,4.4,1.3,1.8,1.4,2.0,7.02
84735,17 19 16.8408,-39 48 25.1011,540.0,6722,8.8179,78.0,1.4,6.5,6.0,8.0,1.84
84739,17 19 19.9290,-06 35 33.2414,94.0,5622,9.7831,1.12,0.99,1.12,0.8,1.1,10.62
84740,17 19 20.3736,+34 09 05.0103,50.0,5100,9.1969,0.6,0.818,0.99,0.6,0.8,19.94
84741,17 19 20.4833,-02 21 00.0863,91.9,4956,10.37,0.78,0.78,1.2,0.7,0.99,10.88
84746,17 19 24.5148,-53 22 23.1009,115.0,6431,9.0347,3.0,1.4,1.4,1.2,1.6,8.66
84748,17 19 24.6292,-44 13 22.7980,330.0,7147,6.7047,180.0,1.6,8.7,9.0,10.0,3.07
84749,17 19 24.9760,-37 06 13.2125,230.0,5789,10.0831,5.0,1.06,2.22,1.6,2.3,4.33
84750,17 19 25.5320,-28 30 54.7477,180.0,6136,9.6593,4.0,1.24,1.8,1.4,2.0,5.69
84751,17 19 25.6541,-31 44 27.8623,470.0,5608,9.5561,35.0,0.98,6.24,4.0,6.0,2.14
84753,17 19 27.1562,-51 20 03.9065,340.0,5784,10.2387,8.8,1.05,3.0,2.2,3.0,2.97
84755,17 19 28.8660,-54 21 48.6991,150.0,7118,8.6856,6.5,1.6,1.7,1.6,2.3,6.47
84758,17 19 30.4063,-29 17 37.8527,160.0,5667,8.8868,7.7,1.0,2.9,2.0,3.0,6.09
84759,17 19 30.5092,-50 03 49.2614,59.0,6598,6.3619,8.6,1.4,2.25,2.0,3.0,16.94
84761,17 19 30.8812,-22 59 30.9478,100.0,6028,9.4694,1.7,1.17,1.19,0.9,1.3,9.6
84762,17 19 31.7602,+58 31 45.0527,206.0,6581,8.7887,11.2,1.4,2.6,2.2,3.0,4.86
84766,17 19 33.8780,-41 56 16.4313,200.0,5828,9.4479,7.0,1.07,2.6,1.9,3.0,4.92
84777,17 19 43.4124,-58 36 28.1755,130.0,5829,9.732,2.0,1.08,1.4,1.0,1.4,7.99
84779,17 19 45.2206,-78 03 57.5003,170.0,6494,8.6062,9.3,1.4,2.4,2.0,3.0,5.91
84782,17 19 47.2522,-74 36 20.4445,100.0,6943,7.6126,8.3,1.5,2.0,1.9,3.0,9.7
84783,17 19 47.6468,+24 48 40.4105,170.0,6302,9.1943,5.3,1.3,1.9,1.6,2.2,5.82
84784,17 19 50.1464,-04 02 56.4234,96.0,6396,7.974,5.4,1.4,1.9,1.6,2.2,10.38
84785,17 19 50.9464,+45 18 30.2914,67.0,7039,6.7378,7.4,1.6,1.8,1.7,2.5,14.92
84788,17 19 51.4818,-19 40 42.3677,160.0,6314,9.611,3.6,1.3,1.6,1.3,1.8,6.07
84789,17 19 51.9420,-11 21 06.2448,150.0,6348,8.83,5.8,1.4,2.0,1.6,2.3,6.6
84791,17 19 53.1357,-16 15 42.9806,95.0,6333,9.0979,1.9,1.4,1.14,0.9,1.3,10.56
84796,17 19 56.9170,+48 21 24.0735,260.0,6167,9.9,7.14,1.3,2.3,1.9,3.0,3.78
84797,17 19 57.9987,+28 27 58.5547,100.0,6433,8.4641,3.8,1.4,1.6,1.3,1.9,9.88
84798,17 19 58.4428,-21 31 50.4562,73.0,5210,9.7498,0.69,0.85,1.0,0.6,0.9,13.61
84799,17 19 58.0869,-62 06 52.5484,180.0,6078,8.8883,8.8,1.2,2.7,2.1,3.0,5.5
84800,17 19 59.5755,-83 40 56.3271,71.1,5863,9.2433,1.0,1.09,0.98,0.7,1.0,14.06
84805,17 20 00.0958,+07 58 10.8676,140.0,6992,7.9191,10.8,1.5,2.25,2.1,3.0,7.06
84806,17 20 00.4090,-30 25 44.9041,130.0,6442,8.9185,4.0,1.4,1.6,1.4,1.9,7.74
84809,17 20 01.5504,-19 58 52.8791,160.0,6399,8.1459,12.0,1.4,2.8,2.3,3.0,6.44
84813,17 20 02.8494,-18 35 16.1593,117.0,6050,9.9661,1.4,1.19,1.06,0.8,1.2,8.54
84815,17 20 03.2029,+25 37 30.0264,280.0,6089,9.0958,17.0,1.21,3.7,3.0,4.0,3.59
84819,17 20 07.5147,+35 41 03.2179,100.0,6670,8.3714,3.9,1.4,1.5,1.3,1.9,9.99
84822,17 20 10.9695,-49 55 02.7501,83.0,6098,8.5702,2.4,1.21,1.4,1.1,1.5,12.07
84830,17 20 16.9181,+46 56 50.5183,440.0,6904,9.8261,19.0,1.5,3.07,3.0,4.0,2.28
84831,17 20 18.2324,-05 30 37.1080,81.1,6261,8.3595,2.8,1.3,1.4,1.1,1.6,12.33
84832,17 20 18.4001,+38 18 28.4631,150.0,6362,9.4738,3.07,1.4,1.4,1.2,1.7,6.84
84836,17 20 21.5224,-39 16 10.2728,340.0,6107,8.8472,31.9,1.22,5.0,4.0,6.0,2.94
84837,17 20 21.7955,+57 58 27.5166,100.0,6169,8.8958,2.9,1.3,1.5,1.2,1.7,9.55
84839,17 20 23.1626,-57 30 36.9502,430.0,6303,8.1187,92.2,1.3,8.06,7.0,9.0,2.35
84848,17 20 28.6968,+15 59 52.8643,130.0,6287,8.1994,7.7,1.3,2.3,1.9,3.0,7.91
84857,17 20 36.2249,+15 09 34.2240,123.0,6042,7.2548,18.0,1.18,3.9,3.0,4.0,8.11
84858,17 20 36.3415,+87 22 31.3643,140.0,7165,8.401,7.0,1.6,1.7,1.7,2.4,7.27
84864,17 20 42.0623,+65 38 23.7226,130.0,6569,7.8111,11.6,1.4,2.6,2.3,3.0,7.52
84866,17 20 43.0694,-07 06 23.8114,65.0,5607,8.9111,1.21,0.98,1.17,0.8,1.1,15.32
84869,17 20 44.3477,-22 14 20.3919,150.0,5850,9.8552,2.5,1.09,1.5,1.1,1.6,6.66
84870,17 20 45.2538,-16 30 15.0600,68.0,5197,10.8952,0.24,0.84,0.61,0.4,0.5,14.67
84879,17 20 48.7502,-42 39 30.2809,57.0,6075,8.1704,1.7,1.2,1.17,0.9,1.3,17.63
84883,17 20 52.5995,-10 41 46.8774,48.0,7020,6.5387,4.7,1.6,1.5,1.4,2.0,20.93
84884,17 20 53.0330,-50 40 06.7756,150.0,6231,8.8758,5.6,1.3,2.0,1.6,2.3,6.8
84885,17 20 53.6849,-42 39 10.0629,80.0,6367,8.6131,2.12,1.4,1.2,0.99,1.4,12.46
84888,17 20 54.6653,-27 20 39.7226,87.0,7184,8.0417,3.8,1.6,1.3,1.2,1.8,11.54
84892,17 20 59.4271,+50 04 39.3003,170.0,7077,9.2738,4.5,1.6,1.4,1.4,1.9,6.04
84895,17 21 00.3530,-13 05 07.2276,90.0,7080,7.7527,5.4,1.6,1.6,1.5,2.1,11.11
84898,17 21 02.4611,-47 53 54.9101,140.0,3829,12.3477,0.8,0.5,2.0,0.8,1.1,7.2
84902,17 21 04.8156,+11 48 13.1472,350.0,6221,9.9813,11.2,1.3,2.9,2.3,3.0,2.89
84907,17 21 07.5792,-24 41 00.7079,47.0,5510,8.7558,0.73,0.94,0.94,0.6,0.9,21.29
84909,17 21 10.4137,-23 49 58.4359,200.0,4804,10.169,4.8,0.74,3.16,1.8,2.5,5.02
84910,17 21 10.4586,+69 48 02.2965,250.0,5504,7.5064,61.1,0.94,8.6,6.0,8.0,4.03
84911,17 21 11.0307,-41 33 24.8101,97.0,5556,8.8913,2.8,0.96,1.8,1.2,1.7,10.26
84913,17 21 11.6147,-12 03 25.3318,59.0,6289,7.7747,2.5,1.3,1.3,1.1,1.5,16.83
84914,17 21 11.6407,+32 32 09.5934,60.0,5845,9.062,0.84,1.08,0.89,0.7,0.9,16.64
84917,17 21 13.4426,+50 50 56.7336,106.0,6199,8.9846,2.8,1.3,1.4,1.1,1.6,9.45
84919,17 21 14.1914,+01 33 23.5951,105.0,6147,8.1575,5.8,1.24,2.13,1.7,2.4,9.49
84920,17 21 14.7277,+31 15 24.7573,71.8,6070,7.0266,7.11,1.2,2.4,1.9,3.0,13.93
84921,17 21 18.1482,+14 18 40.1034,270.0,6510,10.228,5.09,1.4,1.8,1.5,2.1,3.76
84923,17 21 19.4656,+11 02 54.7183,130.0,6462,8.3376,7.0,1.4,2.12,1.8,3.0,7.7
84924,17 21 19.4950,-51 07 21.7348,41.8,5788,7.9121,1.2,1.06,1.09,0.8,1.1,23.93
84929,17 21 23.8530,-34 21 40.1205,95.0,6378,9.4644,1.4,1.4,0.96,0.8,1.1,10.54
84930,17 21 24.6780,-26 26 05.6967,200.0,6857,8.1009,19.0,1.5,3.07,3.0,4.0,5.11
84933,17 21 30.1592,-26 20 15.6497,170.0,5470,8.6326,11.4,0.93,3.8,3.0,4.0,5.84
84936,17 21 31.6119,-22 55 33.0689,55.0,6022,8.8324,0.87,1.17,0.86,0.7,0.9,18.1
84937,17 21 33.1966,+31 51 39.7966,105.0,5206,9.0547,2.7,0.85,2.0,1.3,1.8,9.51
84945,17 21 38.7968,+35 49 24.3502,80.0,6601,7.544,5.23,1.4,1.8,1.5,2.2,12.5
84953,17 21 47.6758,+35 48 02.4422,140.0,6377,8.8378,5.12,1.4,1.9,1.5,2.2,7.26
84956,17 21 50.8994,-49 17 05.5774,116.0,6143,9.0239,3.09,1.24,1.6,1.2,1.7,8.65
84960,17 21 53.1022,-23 48 56.5822,170.0,6175,10.1853,2.3,1.3,1.3,1.1,1.5,5.89
84962,17 21 54.7450,+12 29 59.0997,112.0,6055,9.0051,3.0,1.19,1.6,1.2,1.7,8.95
84968,17 21 58.8857,-73 46 16.7155,340.0,5645,12.1618,2.11,0.99,1.5,1.1,1.5,2.9
84976,17 22 04.5467,+23 09 40.4207,85.0,6199,8.4067,2.9,1.3,1.5,1.2,1.7,11.8
84977,17 22 05.0503,+31 59 14.5362,93.0,5933,8.3341,3.5,1.12,1.8,1.3,1.9,10.73
84978,17 22 05.6399,+07 58 14.5522,140.0,6016,10.294,1.4,1.17,1.1,0.8,1.2,7.19
84981,17 22 08.5295,+00 53 26.9038,82.2,5172,11.0902,0.36,0.84,0.75,0.5,0.7,12.16
84984,17 22 09.5470,-46 49 26.8565,69.0,6014,12.9891,0.036,1.16,0.18,0.13,0.19,14.42
84987,17 22 13.5234,-31 39 28.2582,85.0,6088,9.1748,1.5,1.21,1.1,0.9,1.2,11.78
84990,17 22 16.4116,-09 42 58.7353,280.0,5569,9.5434,14.0,0.97,4.0,3.0,4.0,3.51
84991,17 22 18.5834,+78 23 37.3491,180.0,6895,9.679,3.5,1.5,1.3,1.2,1.7,5.57
84993,17 22 20.4513,+01 25 24.8818,150.0,5875,8.97,5.7,1.1,2.3,1.7,2.4,6.76
84994,17 22 21.0770,-52 52 56.6024,98.0,5941,9.3871,1.6,1.13,1.21,0.9,1.3,10.23
84995,17 22 22.2211,-31 17 50.5017,160.0,6913,8.3663,10.0,1.5,2.23,2.1,3.0,6.16
84998,17 22 23.9551,-44 44 30.3242,140.0,6392,8.9222,4.7,1.4,1.8,1.5,2.1,7.21
84999,17 22 24.5324,-30 12 14.1701,70.0,6171,8.1276,2.6,1.3,1.4,1.1,1.6,14.28
85000,17 22 25.0077,+15 08 12.5452,58.0,6307,7.841,2.3,1.3,1.3,1.0,1.5,17.32
85003,17 22 26.6712,-29 08 49.8018,240.0,6271,10.1638,4.5,1.3,1.8,1.5,2.1,4.17
85004,17 22 26.9394,-40 05 36.9586,140.0,6849,9.1655,3.7,1.5,1.4,1.3,1.8,7.09
85010,17 22 29.7810,-54 17 07.5286,43.0,6073,6.9235,3.3,1.2,1.6,1.3,1.8,23.48
85011,17 22 30.5685,-48 39 33.8334,360.0,6356,9.4287,20.0,1.4,3.7,3.0,4.0,2.77
85012,17 22 30.5443,+82 36 01.5075,150.0,6521,9.1939,4.14,1.4,1.6,1.4,1.9,6.77
85017,17 22 34.5642,-19 36 57.0402,31.9,5456,7.9807,0.7,0.93,0.94,0.6,0.9,31.37
85019,17 22 37.9040,-35 54 39.3588,37.0,5842,6.5389,3.5,1.08,1.8,1.3,1.9,27.29
85024,17 22 42.0424,+49 31 13.3785,100.0,5788,9.7815,1.23,1.06,1.1,0.8,1.1,10.0
85025,17 22 42.1976,-06 19 51.3516,85.0,5830,8.2999,3.4,1.08,1.8,1.3,1.9,11.78
85039,17 22 48.0342,+27 51 33.3882,58.0,6630,7.661,2.6,1.4,1.23,1.1,1.5,17.18
85042,17 22 51.2592,-02 23 16.4921,20.0,5703,6.4204,1.0,1.0,1.0,0.7,1.0,51.22
85045,17 22 52.7334,+16 27 40.8978,119.0,6274,8.6767,4.0,1.3,1.7,1.4,1.9,8.43
85046,17 22 53.2995,-33 49 02.5067,180.0,6238,9.2375,6.0,1.3,2.09,1.7,2.4,5.58
85050,17 22 55.4986,-57 52 54.5791,108.0,6142,8.5953,4.06,1.24,1.8,1.4,2.0,9.25
85054,17 22 56.7848,-84 30 45.3194,116.0,5977,9.2175,2.7,1.14,1.5,1.2,1.6,8.63
85056,17 22 57.7133,-33 12 31.0154,93.0,6416,8.9366,2.09,1.4,1.17,0.98,1.4,10.81
85057,17 22 57.7092,+29 20 42.3941,130.0,6656,9.0232,3.8,1.4,1.5,1.3,1.8,7.47
85058,17 22 59.9835,-45 28 13.7997,130.0,5576,9.8468,2.0,0.97,1.5,1.1,1.5,7.75
85063,17 23 02.7243,+33 47 51.7210,96.0,5221,8.7485,3.21,0.85,2.19,1.4,1.9,10.39
85064,17 23 04.4098,-07 06 16.0402,64.0,5643,7.0784,6.13,0.99,2.6,1.8,3.0,15.67
85070,17 23 09.2076,+59 19 05.1728,219.0,7037,9.9268,4.3,1.6,1.4,1.3,1.9,4.56
85072,17 23 11.8138,-51 01 27.7787,270.0,5838,10.6637,3.8,1.08,1.9,1.4,2.0,3.65
85074,17 23 12.3405,+51 33 18.7697,73.0,6062,8.9957,1.3,1.19,1.0,0.8,1.1,13.76
85078,17 23 15.9295,-22 29 02.9447,150.0,5191,10.3007,2.14,0.84,1.8,1.1,1.6,6.71
85080,17 23 16.1580,-19 26 55.3522,180.0,6088,8.1274,18.0,1.21,3.8,3.0,4.0,5.45
85081,17 23 17.6681,-27 58 00.9843,69.0,5203,9.5639,0.83,0.85,1.12,0.7,0.99,14.58
85085,17 23 22.5372,-05 26 17.3563,240.0,6367,9.0276,13.0,1.4,2.9,2.4,3.0,4.25
85086,17 23 22.6626,+57 00 42.0657,91.7,7100,6.6081,16.0,1.6,2.6,3.0,4.0,10.91
85088,17 23 25.7052,-35 11 57.6114,140.0,5801,9.9134,2.2,1.06,1.5,1.1,1.5,7.0
85090,17 23 27.0405,-03 07 19.3747,98.0,6041,7.9142,6.3,1.18,2.3,1.8,2.5,10.18
85092,17 23 28.0056,-13 44 02.8104,130.0,5976,10.2081,1.3,1.14,1.06,0.8,1.1,7.97
85093,17 23 29.6075,-69 25 24.9407,100.0,5900,8.8947,2.7,1.11,1.6,1.2,1.7,9.97
85098,17 23 31.7469,+69 46 18.6336,130.0,5874,8.9166,4.06,1.1,1.9,1.4,2.0,7.93
85099,17 23 32.4142,+23 59 42.2485,180.0,4129,11.0176,2.7,0.59,3.23,1.5,2.0,5.48
85100,17 23 32.6605,-31 42 01.1798,74.0,6807,7.8495,3.5,1.5,1.3,1.2,1.7,13.51
85101,17 23 33.2519,-59 21 14.5462,87.0,6257,8.8333,2.11,1.3,1.24,1.0,1.4,11.44
85105,17 23 36.2148,-16 02 17.8273,80.0,6407,6.7442,11.4,1.4,2.7,2.3,3.0,12.53
85106,17 23 36.6765,+42 55 41.4542,92.3,6286,8.3635,3.5,1.3,1.6,1.3,1.8,10.83
85110,17 23 38.3968,+21 33 55.3180,300.0,6607,9.5976,11.7,1.4,2.6,2.3,3.0,3.31
85111,17 23 40.1668,+26 27 49.5942,250.0,4923,10.4848,5.3,0.77,3.18,1.9,3.0,4.03
85114,17 23 43.3276,-40 12 33.0463,113.0,5152,8.9107,4.15,0.83,2.6,1.6,2.2,8.85
85115,17 23 43.3343,+18 55 41.2613,160.0,5390,11.3161,0.9,0.9,1.09,0.7,1.0,6.23
85118,17 23 44.6101,+47 16 14.2535,85.0,6551,8.0379,3.8,1.4,1.5,1.3,1.8,11.79
85124,17 23 49.0380,+21 55 09.4160,160.0,6738,8.4542,9.4,1.4,2.3,2.0,3.0,6.18
85129,17 23 53.0184,+13 05 57.5090,40.9,5773,8.1697,0.921,1.0,0.96,0.7,0.98,24.47
85131,17 23 53.7788,-60 56 39.3404,99.0,6126,8.8639,2.6,1.23,1.4,1.1,1.6,10.13
85132,17 23 53.9917,-29 49 15.8383,88.0,5024,7.7468,7.8,0.8,3.7,2.2,3.0,11.3
85134,17 23 56.2837,+54 21 53.6103,230.0,6887,8.9782,11.5,1.5,2.4,2.2,3.0,4.27
85136,17 23 57.3653,-00 50 06.7946,116.0,6199,8.5393,4.5,1.3,1.8,1.5,2.1,8.63
85141,17 23 57.8750,-09 21 29.7332,59.0,5874,7.9667,2.23,1.1,1.4,1.1,1.5,17.03
85145,17 24 00.0299,-56 32 45.8676,88.0,5840,9.5167,1.18,1.08,1.06,0.8,1.1,11.39
85150,17 24 02.6945,+25 34 23.2444,209.0,6121,10.8041,2.0,1.23,1.25,0.98,1.4,4.78
85156,17 24 05.4950,-43 16 22.5030,170.0,6194,10.243,2.08,1.3,1.3,1.0,1.4,6.05
85163,17 24 13.3070,+58 41 55.2119,130.0,6692,9.0929,3.4,1.4,1.4,1.2,1.7,7.69
85165,17 24 15.8968,-05 19 31.5370,81.6,6064,8.6158,2.3,1.19,1.4,1.1,1.5,12.25
85167,17 24 17.2875,-40 45 10.9722,270.0,6239,10.2671,4.9,1.3,1.9,1.5,2.2,3.76
